index	louvain	Cai_mapping	cell_types	field
1326	4	5	Th+ Interneuron3	4
1327	4	5	Th+ Interneuron3	4
1328	7	8	Astrocytes1	4
1329	3	4	Interneuron2	4
1330	1	2	Interneuron1	4
1331	1	2	Interneuron1	4
1332	4	5	Th+ Interneuron3	4
1333	3	4	Interneuron2	4
1334	19	20	Microglia	4
1335	3	4	Interneuron2	4
1336	1	2	Interneuron1	4
1337	6	7	Interneuron3	4
1338	14	15	Neuroblast3	4
1339	5	6	Neuroblast1	4
1340	7	8	Astrocytes1	4
1341	4	5	Th+ Interneuron3	4
1342	0	1	Th+ Interneuron1	4
1343	19	20	Microglia	4
1344	1	2	Interneuron1	4
1345	10	11	Neuroblast2	4
1346	5	6	Neuroblast1	4
1347	1	2	Interneuron1	4
1348	0	1	Th+ Interneuron1	4
1349	19	20	Microglia	4
1350	7	8	Astrocytes1	4
1351	1	2	Interneuron1	4
1352	1	2	Interneuron1	4
1353	19	20	Microglia	4
1354	7	8	Astrocytes1	4
1355	7	8	Astrocytes1	4
1356	13	14	Interneuron5	4
1357	3	4	Interneuron2	4
1358	3	4	Interneuron2	4
1359	6	7	Interneuron3	4
1360	12	13	Interneuron4	4
1361	1	2	Interneuron1	4
1362	4	5	Th+ Interneuron3	4
1363	0	1	Th+ Interneuron1	4
1364	1	2	Interneuron1	4
1365	1	2	Interneuron1	4
1366	7	8	Astrocytes1	4
1367	6	7	Interneuron3	4
1368	4	5	Th+ Interneuron3	4
1369	9	10	Astrocytes2	4
1370	6	7	Interneuron3	4
1371	5	6	Neuroblast1	4
1372	3	4	Interneuron2	4
1373	15	16	Interneuron6	4
1374	18	19	Interneuron7	4
1375	14	15	Neuroblast3	4
1376	17	18	Neuroblast4	4
1377	6	7	Interneuron3	4
1378	10	11	Neuroblast2	4
1379	1	2	Interneuron1	4
1380	1	2	Interneuron1	4
1381	18	19	Interneuron7	4
1382	13	14	Interneuron5	4
1383	15	16	Interneuron6	4
1384	11	12	Endothelial	4
1385	9	10	Astrocytes2	4
1386	3	4	Interneuron2	4
1387	11	12	Endothelial	4
1388	5	6	Neuroblast1	4
1389	21	22	Th+ Interneuron4	4
1390	5	6	Neuroblast1	4
1391	15	16	Interneuron6	4
1392	5	6	Neuroblast1	4
1393	5	6	Neuroblast1	4
1394	5	6	Neuroblast1	4
1395	5	6	Neuroblast1	4
1396	0	1	Th+ Interneuron1	4
1397	10	11	Neuroblast2	4
1398	12	13	Interneuron4	4
1399	10	11	Neuroblast2	4
1400	1	2	Interneuron1	4
1401	3	4	Interneuron2	4
1402	5	6	Neuroblast1	4
1403	3	4	Interneuron2	4
1404	5	6	Neuroblast1	4
1405	3	4	Interneuron2	4
1406	14	15	Neuroblast3	4
1407	1	2	Interneuron1	4
1408	18	19	Interneuron7	4
1409	6	7	Interneuron3	4
1410	7	8	Astrocytes1	4
1411	3	4	Interneuron2	4
1412	14	15	Neuroblast3	4
1413	5	6	Neuroblast1	4
1414	3	4	Interneuron2	4
1415	14	15	Neuroblast3	4
1416	3	4	Interneuron2	4
1417	19	20	Microglia	4
1418	10	11	Neuroblast2	4
1419	14	15	Neuroblast3	4
1420	18	19	Interneuron7	4
1421	7	8	Astrocytes1	4
1422	12	13	Interneuron4	4
1423	4	5	Th+ Interneuron3	4
1424	1	2	Interneuron1	4
1425	12	13	Interneuron4	4
1426	7	8	Astrocytes1	4
1427	10	11	Neuroblast2	4
1428	12	13	Interneuron4	4
1429	7	8	Astrocytes1	4
1430	7	8	Astrocytes1	4
1431	1	2	Interneuron1	4
1432	10	11	Neuroblast2	4
1433	0	1	Th+ Interneuron1	4
1434	10	11	Neuroblast2	4
1435	10	11	Neuroblast2	4
1436	9	10	Astrocytes2	4
1437	7	8	Astrocytes1	4
1438	9	10	Astrocytes2	4
1439	5	6	Neuroblast1	4
1440	10	11	Neuroblast2	4
1441	10	11	Neuroblast2	4
1442	11	12	Endothelial	4
1443	5	6	Neuroblast1	4
1444	12	13	Interneuron4	4
1445	4	5	Th+ Interneuron3	4
1446	4	5	Th+ Interneuron3	4
1447	10	11	Neuroblast2	4
1448	1	2	Interneuron1	4
1449	9	10	Astrocytes2	4
1450	19	20	Microglia	4
1451	3	4	Interneuron2	4
1452	9	10	Astrocytes2	4
1453	1	2	Interneuron1	4
1454	5	6	Neuroblast1	4
1455	11	12	Endothelial	4
1456	1	2	Interneuron1	4
1457	1	2	Interneuron1	4
1458	17	18	Neuroblast4	4
1459	7	8	Astrocytes1	4
1460	7	8	Astrocytes1	4
1461	9	10	Astrocytes2	4
1462	1	2	Interneuron1	4
1463	7	8	Astrocytes1	4
1464	3	4	Interneuron2	4
1465	11	12	Endothelial	4
1466	1	2	Interneuron1	4
1467	0	1	Th+ Interneuron1	4
1468	20	21	Neuroblast5	4
1469	6	7	Interneuron3	4
1470	7	8	Astrocytes1	4
1471	4	5	Th+ Interneuron3	4
1472	18	19	Interneuron7	4
1473	4	5	Th+ Interneuron3	4
1474	0	1	Th+ Interneuron1	4
1475	1	2	Interneuron1	4
1476	3	4	Interneuron2	4
1477	0	1	Th+ Interneuron1	4
1478	18	19	Interneuron7	4
1479	21	22	Th+ Interneuron4	4
1480	7	8	Astrocytes1	4
1481	6	7	Interneuron3	4
1482	12	13	Interneuron4	4
1483	3	4	Interneuron2	4
1484	1	2	Interneuron1	4
1485	7	8	Astrocytes1	4
1486	14	15	Neuroblast3	4
1487	1	2	Interneuron1	4
1488	7	8	Astrocytes1	4
1489	1	2	Interneuron1	4
1490	15	16	Interneuron6	4
1491	1	2	Interneuron1	4
1492	7	8	Astrocytes1	4
1493	6	7	Interneuron3	4
1494	10	11	Neuroblast2	4
1495	19	20	Microglia	4
1496	1	2	Interneuron1	4
1497	1	2	Interneuron1	4
1498	5	6	Neuroblast1	4
1499	10	11	Neuroblast2	4
1500	4	5	Th+ Interneuron3	4
1501	1	2	Interneuron1	4
1502	7	8	Astrocytes1	4
1503	0	1	Th+ Interneuron1	4
1504	19	20	Microglia	4
1505	3	4	Interneuron2	4
1506	6	7	Interneuron3	4
1507	1	2	Interneuron1	4
1508	11	12	Endothelial	4
1509	0	1	Th+ Interneuron1	4
1510	5	6	Neuroblast1	4
1511	0	1	Th+ Interneuron1	4
1512	11	12	Endothelial	4
1513	1	2	Interneuron1	4
1514	3	4	Interneuron2	4
1515	3	4	Interneuron2	4
1516	1	2	Interneuron1	4
1517	5	6	Neuroblast1	4
1518	0	1	Th+ Interneuron1	4
1519	6	7	Interneuron3	4
1520	17	18	Neuroblast4	4
1521	12	13	Interneuron4	4
1522	1	2	Interneuron1	4
1523	3	4	Interneuron2	4
1524	17	18	Neuroblast4	4
1525	0	1	Th+ Interneuron1	4
1526	3	4	Interneuron2	4
1527	1	2	Interneuron1	4
1528	0	1	Th+ Interneuron1	4
1529	12	13	Interneuron4	4
1530	4	5	Th+ Interneuron3	4
1531	1	2	Interneuron1	4
1532	3	4	Interneuron2	4
1533	4	5	Th+ Interneuron3	4
1534	6	7	Interneuron3	4
1535	3	4	Interneuron2	4
1536	10	11	Neuroblast2	4
1537	3	4	Interneuron2	4
1538	13	14	Interneuron5	4
1539	12	13	Interneuron4	4
1540	12	13	Interneuron4	4
1541	3	4	Interneuron2	4
1542	14	15	Neuroblast3	4
1543	10	11	Neuroblast2	4
1544	3	4	Interneuron2	4
1545	1	2	Interneuron1	4
1546	1	2	Interneuron1	4
1547	3	4	Interneuron2	4
1548	6	7	Interneuron3	4
1549	10	11	Neuroblast2	4
1550	3	4	Interneuron2	4
1551	12	13	Interneuron4	4
1552	5	6	Neuroblast1	4
1553	19	20	Microglia	4
1554	3	4	Interneuron2	4
1555	3	4	Interneuron2	4
1556	6	7	Interneuron3	4
1557	5	6	Neuroblast1	4
1558	19	20	Microglia	4
1559	1	2	Interneuron1	4
1560	0	1	Th+ Interneuron1	4
1561	10	11	Neuroblast2	4
1562	5	6	Neuroblast1	4
1563	3	4	Interneuron2	4
1564	12	13	Interneuron4	4
1565	6	7	Interneuron3	4
1566	5	6	Neuroblast1	4
1567	1	2	Interneuron1	4
1568	21	22	Th+ Interneuron4	5
1569	0	1	Th+ Interneuron1	5
1570	4	5	Th+ Interneuron3	5
1571	13	14	Interneuron5	5
1572	0	1	Th+ Interneuron1	5
1573	4	5	Th+ Interneuron3	5
1574	4	5	Th+ Interneuron3	5
1575	1	2	Interneuron1	5
1576	0	1	Th+ Interneuron1	5
1577	4	5	Th+ Interneuron3	5
1578	3	4	Interneuron2	5
1579	12	13	Interneuron4	5
1580	4	5	Th+ Interneuron3	5
1581	7	8	Astrocytes1	5
1582	11	12	Endothelial	5
1583	14	15	Neuroblast3	5
1584	4	5	Th+ Interneuron3	5
1585	11	12	Endothelial	5
1586	20	21	Neuroblast5	5
1587	15	16	Interneuron6	5
1588	1	2	Interneuron1	5
1589	19	20	Microglia	5
1590	0	1	Th+ Interneuron1	5
1591	0	1	Th+ Interneuron1	5
1592	24	25	Oligodendrocyte	5
1593	0	1	Th+ Interneuron1	5
1594	4	5	Th+ Interneuron3	5
1595	4	5	Th+ Interneuron3	5
1596	4	5	Th+ Interneuron3	5
1597	3	4	Interneuron2	5
1598	7	8	Astrocytes1	5
1599	0	1	Th+ Interneuron1	5
1600	10	11	Neuroblast2	5
1601	21	22	Th+ Interneuron4	5
1602	0	1	Th+ Interneuron1	5
1603	7	8	Astrocytes1	5
1604	4	5	Th+ Interneuron3	5
1605	4	5	Th+ Interneuron3	5
1606	0	1	Th+ Interneuron1	5
1607	1	2	Interneuron1	5
1608	4	5	Th+ Interneuron3	5
1609	11	12	Endothelial	5
1610	11	12	Endothelial	5
1611	10	11	Neuroblast2	5
1612	21	22	Th+ Interneuron4	5
1613	4	5	Th+ Interneuron3	5
1614	0	1	Th+ Interneuron1	5
1615	0	1	Th+ Interneuron1	5
1616	17	18	Neuroblast4	5
1617	12	13	Interneuron4	5
1618	16	17	Mitral/Tufted	5
1619	4	5	Th+ Interneuron3	5
1620	20	21	Neuroblast5	5
1621	0	1	Th+ Interneuron1	5
1622	9	10	Astrocytes2	5
1623	2	3	Th+ Interneuron2	5
1624	2	3	Th+ Interneuron2	5
1625	13	14	Interneuron5	5
1626	2	3	Th+ Interneuron2	5
1627	19	20	Microglia	5
1628	9	10	Astrocytes2	5
1629	4	5	Th+ Interneuron3	5
1630	16	17	Mitral/Tufted	5
1631	9	10	Astrocytes2	5
1632	16	17	Mitral/Tufted	5
1633	4	5	Th+ Interneuron3	5
1634	4	5	Th+ Interneuron3	5
1635	0	1	Th+ Interneuron1	5
1636	7	8	Astrocytes1	5
1637	16	17	Mitral/Tufted	5
1638	9	10	Astrocytes2	5
1639	16	17	Mitral/Tufted	5
1640	11	12	Endothelial	5
1641	11	12	Endothelial	5
1642	16	17	Mitral/Tufted	5
1643	16	17	Mitral/Tufted	5
1644	10	11	Neuroblast2	5
1645	16	17	Mitral/Tufted	5
1646	16	17	Mitral/Tufted	5
1647	21	22	Th+ Interneuron4	5
1648	7	8	Astrocytes1	5
1649	13	14	Interneuron5	5
1650	2	3	Th+ Interneuron2	5
1651	1	2	Interneuron1	5
1652	16	17	Mitral/Tufted	5
1653	9	10	Astrocytes2	5
1654	21	22	Th+ Interneuron4	5
1655	7	8	Astrocytes1	5
1656	4	5	Th+ Interneuron3	5
1657	4	5	Th+ Interneuron3	5
1658	9	10	Astrocytes2	5
1659	0	1	Th+ Interneuron1	5
1660	24	25	Oligodendrocyte	5
1661	13	14	Interneuron5	5
1662	4	5	Th+ Interneuron3	5
1663	1	2	Interneuron1	5
1664	0	1	Th+ Interneuron1	5
1665	1	2	Interneuron1	5
1666	4	5	Th+ Interneuron3	5
1667	5	6	Neuroblast1	5
1668	0	1	Th+ Interneuron1	5
1669	4	5	Th+ Interneuron3	5
1670	9	10	Astrocytes2	5
1671	24	25	Oligodendrocyte	5
1672	2	3	Th+ Interneuron2	5
