"V1" "V2" "V3"
"6656" 1367 1226 24
"1202" 823 1447 8
"18956" 1124 1491 59
"19550" 596 155 60
"21416" 508 1252 67
"24176" 763 173 68
"8904" 1238 1534 31
"10836" 1055 625 38
"24244" 990 1090 70
"13415" 603 1406 47
"24503" 424 357 68
"9155" 767 323 33
"14965" 632 913 43
"13571" 1207 1250 44
"28623" 1368 372 80
"6485" 774 1475 21
"28430" 781 701 78
"33333" 1679 1373 92
"22457" 1517 1248 68
"15630" 1434 447 53
"9471" 534 636 34
"22035" 1300 436 67
"2354" 667 470 10
"24203" 842 262 73
"15963" 1275 653 46
"11410" 325 350 47
"15020" 813 213 48
"76" 114 391 6
"875" 136 374 10
"20230" 301 811 65
"222" 347 809 13
"21048" 686 680 66
"2148" 1071 783 11
"15552" 1188 934 53
"17115" 1345 1375 57
"21120" 890 381 59
"26714" 21 714 82
"20157" 1599 1489 60
"12052" 1220 778 42
"14647" 898 794 49
"4716" 1402 1022 21
"15854" 912 1090 45
"2105" 964 1387 9
"15332" 457 122 50
"14748" 1212 1073 42
"31294" 1170 1248 85
"2717" 785 531 12
"10110" 1360 339 37
"20196" 174 883 61
"17674" 606 4 56
"28365" 499 1340 84
"18618" 1325 1306 58
"26028" 427 94 80
"20228" 291 398 60
"15910" 1116 605 45
"21430" 556 1287 60
"12172" 117 248 45
"2571" 161 890 16
"13766" 550 457 46
"661" 717 476 8
"7807" 1428 425 25
"31234" 1011 283 89
"11884" 608 1408 35
"5080" 1345 1459 17
"1532" 1214 957 10
"20396" 973 1024 60
"3038" 615 413 18
"30388" 769 397 88
"30681" 328 1107 84
"11049" 449 200 38
"14551" 573 849 52
"32134" 1496 1227 87
"31567" 764 1496 93
"2229" 33 40 18
"22803" 1258 746 63
"18128" 871 877 55
"32493" 1363 1273 88
"17689" 684 1299 55
"3843" 917 568 19
"1763" 862 495 13
"30135" 1209 65 89
"18853" 739 69 53
"15740" 412 672 45
"3541" 1192 431 20
"26359" 217 1302 73
"24381" 1606 985 71
"29871" 138 455 88
"966" 748 110 7
"25076" 1132 1125 69
"27510" 235 102 81
"21598" 1102 1418 60
"8195" 1454 800 29
"15438" 868 504 50
"8154" 1257 1084 25
"25423" 978 1297 77
"4012" 182 1053 16
"5090" 1399 767 17
"10841" 1087 1186 32
"23047" 802 442 67
"5250" 501 1016 25
"14251" 978 823 43
"8966" 1465 1253 33
"17392" 937 627 57
"29527" 373 729 81
"20385" 942 83 57
"15395" 753 299 52
"15229" 1592 1443 59
"22516" 152 234 68
"29133" 244 325 85
"17524" 1400 1500 56
"15239" 4 1042 50
"3138" 1012 181 14
"22701" 878 282 63
"11308" 1442 1182 44
"11482" 647 610 41
"1132" 555 467 12
"12353" 936 951 43
"436" 105 1405 9
"23705" 301 1132 66
"4588" 914 502 17
"12881" 1719 1315 37
"22398" 1216 1334 66
"16215" 825 1299 53
"32253" 473 564 89
"10456" 1118 956 36
"27778" 1169 731 77
"24598" 827 1422 68
"10805" 969 1297 38
"4503" 631 616 19
"7676" 991 221 24
"9866" 489 1175 30
"25577" 1657 1342 76
"4070" 490 1240 15
"33288" 1209 945 92
"8078" 1045 702 31
"7227" 611 1286 23
"5906" 1654 1284 25
"10407" 962 633 31
"19039" 1536 1447 62
"29881" 191 1330 82
"27573" 479 112 82
"17044" 1072 941 56
"13786" 612 872 46
"903" 351 618 8
"29202" 533 522 80
"9420" 355 1533 32
"27448" 1503 858 80
"7078" 41 12 23
"32578" 309 1019 89
"8879" 1166 955 27
"33179" 223 861 92
"4034" 282 178 20
"4941" 839 180 23
"422" 25 181 10
"11245" 1192 221 39
"11197" 1035 353 37
"15069" 955 652 43
"17128" 1415 870 49
"15735" 399 1011 46
"22095" 1733 1484 70
"20173" 62 1216 57
"26322" 28 63 81
"27891" 196 1240 83
"7531" 375 845 30
"22368" 1112 1041 68
"19505" 358 374 60
"21112" 871 15 59
"28569" 1215 1401 79
"3658" 209 338 15
"9539" 823 371 35
"16569" 731 1490 53
"12876" 1617 992 37
"28154" 1254 1378 84
"30006" 709 494 88
"10048" 1159 1173 36
"11594" 1004 160 41
"5720" 825 163 19
"11839" 437 1035 36
"31628" 999 1136 92
"19178" 552 770 56
"32447" 1193 1487 94
"22634" 620 224 74
"1205" 830 245 6
"28055" 879 643 87
"26683" 1455 1336 78
"883" 207 596 12
"24185" 790 450 67
"11023" 333 345 34
"17896" 1418 816 52
"32861" 745 1306 90
"12478" 1381 695 39
"4076" 528 683 22
"2703" 746 238 11
"7313" 976 575 30
"32173" 81 1498 89
"4927" 796 428 17
"858" 1249 727 7
"1728" 743 518 13
"16606" 900 307 51
"19788" 1470 592 60
"4201" 953 289 19
"26068" 632 535 72
"3914" 1218 953 18
"14811" 1474 919 48
"3865" 1009 575 22
"18477" 831 198 63
"2223" 1485 1471 18
"6554" 1005 75 27
"5178" 213 805 18
"14710" 1100 832 46
"26065" 619 19 73
"27438" 1416 596 81
"29560" 535 533 86
"11956" 879 488 36
"1897" 76 631 13
"30370" 691 709 90
"15667" 3 1404 45
"10844" 1095 1368 32
"4269" 1195 840 21
"21244" 1290 857 59
"29894" 253 1251 82
"9469" 526 399 35
"32353" 870 692 94
"18058" 605 732 51
"9698" 1281 160 41
"30086" 1059 1176 86
"21689" 1451 1165 60
"28137" 1165 1296 77
"14714" 1118 678 44
"22788" 1178 1207 69
"23208" 1309 1333 70
"25784" 987 1013 71
"10150" 1584 979 30
"377" 621 1326 12
"21767" 223 674 63
"27903" 250 1251 79
"14151" 599 793 48
"31933" 723 1078 94
"6544" 965 416 21
"3047" 640 1379 18
"13511" 943 657 42
"4901" 708 1247 17
"21114" 878 1502 64
"13542" 1096 1038 44
"28910" 957 223 79
"31128" 681 37 87
"14902" 378 38 49
"5849" 1273 855 22
"23921" 1222 1507 72
"19297" 1066 767 54
"3659" 210 795 14
"14872" 248 681 55
"1179" 746 1413 8
"29458" 1528 1391 85
"21775" 274 133 61
"31808" 180 4 93
"9649" 1149 1464 43
"3860" 976 611 17
"23895" 1149 918 80
"13298" 128 723 45
"27087" 1541 1495 74
"26056" 553 794 74
"20175" 89 1366 59
"23549" 1201 1218 65
"185" 276 1258 6
"30963" 1520 1435 89
"13032" 646 1190 38
"13800" 661 704 44
"26214" 1163 252 72
"4194" 939 267 20
"18766" 472 1373 66
"27744" 1065 825 79
"22619" 560 528 69
"17559" 1690 1471 57
"16878" 410 262 57
"14212" 849 596 52
"15049" 897 239 47
"998" 910 295 12
"23782" 685 1018 71
"16430" 105 249 53
"2343" 625 430 19
"20316" 671 131 61
"21328" 105 1533 60
"4566" 835 1247 16
"8781" 796 1328 38
"15432" 862 923 46
"4863" 563 974 17
"31430" 164 110 87
"2566" 155 1022 16
"26176" 1034 1061 78
"3383" 577 130 20
"18289" 1521 827 51
"20831" 1240 1171 59
"17770" 1000 577 55
"9203" 949 597 33
"16269" 1034 883 46
"13170" 1221 1189 43
"28925" 1012 1103 85
"18427" 621 1536 53
"23728" 417 281 74
"21178" 1111 1040 59
"28189" 1356 1428 86
"15661" 1611 999 48
"20139" 1446 985 61
"8893" 1198 1292 32
"699" 22 1076 10
"4591" 928 724 22
"13573" 1217 352 45
"3492" 1007 1463 16
"25747" 859 338 73
"2053" 740 152 23
"23465" 984 600 65
"25868" 1231 1213 71
"7019" 1306 1066 22
"19491" 282 533 55
"19013" 1382 1459 53
"20420" 1070 663 64
"30579" 1372 1267 83
"10338" 729 65 33
"16406" 16 305 47
"11344" 35 850 44
"10652" 387 989 32
"1464" 879 1197 11
"12571" 280 424 38
"5558" 156 711 30
"20728" 890 360 63
"13212" 1345 1442 50
"17956" 118 1191 58
"9870" 515 903 51
"815" 693 671 8
"8843" 1056 985 33
"5443" 1176 1480 18
"16773" 1514 919 47
"26049" 522 352 72
"22868" 1617 1163 70
"15466" 928 541 45
"14932" 502 1084 46
"11685" 1279 1427 40
"29300" 877 1379 87
"4915" 748 889 23
"12088" 1322 933 35
"17649" 465 3 52
"9398" 244 1178 29
"581" 228 327 7
"18292" 1554 1515 57
"20658" 587 1252 61
"33447" 1128 981 93
"5963" 282 906 20
"32977" 16 1497 91
"3555" 1226 1112 13
"14255" 1004 899 41
"20069" 1153 1290 57
"15673" 14 1176 53
"29971" 566 50 82
"29237" 645 88 87
"17695" 715 94 57
"15837" 857 119 49
"27388" 1239 83 80
"16812" 96 659 52
"27236" 626 713 75
"15846" 888 1278 50
"31087" 507 1288 86
"30616" 43 799 92
"22911" 197 768 68
"24820" 69 874 76
"11180" 992 231 38
"8933" 1335 248 27
"13173" 1221 605 48
"15764" 535 141 53
"24792" 1473 1008 68
"29547" 471 297 86
"6618" 1227 677 23
"21301" 1729 1460 60
"13404" 543 223 44
"17204" 197 1422 49
"12246" 489 1077 49
"16856" 322 175 54
"4987" 992 389 27
"19524" 449 294 66
"12503" 1478 610 38
"32494" 1381 1399 88
"19355" 1220 854 56
"3135" 991 614 18
"9940" 777 508 37
"2259" 199 1018 16
"13063" 806 1017 38
"27606" 595 840 76
"1906" 136 1531 12
"12745" 1080 1382 38
"30523" 1223 1141 88
"20368" 875 385 62
"24464" 307 192 75
"25972" 149 140 77
"15876" 995 804 49
"5631" 496 1490 21
"21436" 591 1505 68
"4880" 637 492 24
"33177" 215 760 92
"16417" 64 1070 54
"13498" 873 243 39
"28167" 1277 978 77
"1859" 1192 1329 13
"18320" 91 226 52
"10518" 1327 786 31
"16489" 352 835 49
"7873" 168 395 26
"8890" 1195 1335 31
"28864" 792 1233 84
"27049" 1303 1427 80
"9863" 470 543 35
"10697" 581 468 38
"10109" 1344 1006 36
"24217" 881 272 67
"26011" 348 1383 78
"31539" 674 1080 89
"4185" 919 532 22
"3851" 947 885 23
"21337" 144 439 60
